Date,Source,Signal Type,Ticker,Entity,Direction,Value (USD),Traded At,More Info
2026-03-24 09:57,congress,congress_buy,PTC,Gilbert Cisneros,BUY,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,VLTO,Gilbert Cisneros,SELL,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_buy,CSGP,Gilbert Cisneros,BUY,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_buy,WDAY,Gilbert Cisneros,BUY,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,DLTR,Gilbert Cisneros,SELL,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,PG,Gilbert Cisneros,SELL,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,COST,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,VRT,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,HD,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,TSM,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,TDG,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,AMZN,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,ISRG,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,HOOD,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,BSX,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,MELI,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,META,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,ANET,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,BE,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,ORCL,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,ASML,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,NVDA,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,NET,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,PWR,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,AZO,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,BIIB,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,COIN,Gilbert Cisneros,BUY,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,RNMBF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,TCTZF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,HESAF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,AJINF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,BABAF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,XIACF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,MHVYF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,SAN,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,FINMF,Gilbert Cisneros,BUY,1001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,DIS,John Boozman,BUY,1001.0,2026-01-08,
2026-03-24 09:57,congress,congress_buy,NFLX,John Boozman,BUY,1001.0,2026-01-08,
2026-03-24 09:57,congress,congress_buy,XOM,John Boozman,BUY,1001.0,2026-01-08,
2026-03-24 09:57,congress,congress_buy,V,John Boozman,BUY,1001.0,2026-01-15,
2026-03-24 09:57,congress,congress_buy,AAPL,John Boozman,BUY,1001.0,2026-01-15,
2026-03-24 09:57,congress,congress_buy,TBLL,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,GIGB,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,JMBS,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,VNQI,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,EIPI,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,FTGC,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,RNWGX,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,LITP,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,CMBS,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,TPYP,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,IVV,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,GEM,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,MBB,John Boozman,BUY,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,DXCM,John Boozman,BUY,1001.0,2026-01-26,
2026-03-24 09:57,congress,congress_buy,CVS,John Boozman,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,PYPL,John Boozman,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,ETN,John Boozman,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,CAT,John Boozman,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,LRCX,John Boozman,SELL,1001.0,2026-01-08,
2026-03-24 09:57,congress,congress_sell,MU,John Boozman,SELL,1001.0,2026-01-08,
2026-03-24 09:57,congress,congress_sell,OMC,John Boozman,SELL,1001.0,2026-01-15,
2026-03-24 09:57,congress,congress_sell,IWM,John Boozman,SELL,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,PALL,John Boozman,SELL,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,MDY,John Boozman,SELL,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,PPLT,John Boozman,SELL,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,SLV,John Boozman,SELL,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,MU,John Boozman,SELL,1001.0,2026-01-26,
2026-03-24 09:57,congress,congress_sell,OMC,John Boozman,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,IVW,John Boozman,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,UNP,John Boozman,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,FISV,John Boozman,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,DT,Michael Patrick Guest,SELL,1001.0,2026-01-09,
2026-03-24 09:57,congress,congress_sell,OTCM,Michael Patrick Guest,SELL,1001.0,2026-01-09,
2026-03-24 09:57,congress,congress_sell,CHRD,Michael Patrick Guest,SELL,1001.0,2026-01-09,
2026-03-24 09:57,congress,congress_sell,PAYX,Richard W. Allen,SELL,15001.0,2026-01-14,
2026-03-24 09:57,congress,congress_buy,SPGI,Richard W. Allen,BUY,15001.0,2026-01-14,
2026-03-24 09:57,congress,congress_sell,NVDA,Daniel Meuser,SELL,1001.0,2026-01-14,
2026-03-24 09:57,congress,congress_sell,AWK,Richard W. Allen,SELL,50001.0,2026-01-14,
2026-03-24 09:57,congress,congress_sell,NVDA,Daniel Meuser,SELL,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_sell,MKL,Thomas H. Kean Jr,SELL,15001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,JNJ,Thomas H. Kean Jr,SELL,15001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,SYK,Thomas H. Kean Jr,SELL,15001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,MSFT,Thomas H. Kean Jr,SELL,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,ABT,Thomas H. Kean Jr,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,STT,Jake Auchincloss,SELL,15001.0,2026-02-17,
2026-03-24 09:57,congress,congress_buy,HOG,Tim Moore,BUY,15001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,T,Tim Moore,SELL,15001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,SMPL,Tim Moore,BUY,15001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,GNPX,Tim Moore,BUY,1001.0,2026-02-05,
2026-03-24 09:57,congress,congress_buy,MSFT,David J. Taylor,BUY,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,AMZN,David J. Taylor,BUY,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,CRM,David J. Taylor,BUY,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_sell,PH,David J. Taylor,SELL,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,PG,David J. Taylor,BUY,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,V,David J. Taylor,BUY,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_sell,LLY,David J. Taylor,SELL,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,PGR,David J. Taylor,BUY,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_buy,SMPL,Tim Moore,BUY,15001.0,2026-02-11,
2026-03-24 09:57,congress,congress_buy,DNUT,Tim Moore,BUY,1001.0,2026-02-12,
2026-03-24 09:57,congress,congress_sell,COIN,Tim Moore,SELL,1001.0,2026-02-18,
2026-03-24 09:57,congress,congress_sell,GS,David H. McCormick,SELL,1000001.0,2026-01-23,
2026-03-24 09:57,congress,congress_buy,WMT,Jonathan Jackson,BUY,50001.0,2026-01-13,
2026-03-24 09:57,congress,congress_sell,TMUS,Jonathan Jackson,SELL,50001.0,2026-01-13,
2026-03-24 09:57,congress,congress_sell,PLTR,Jonathan Jackson,SELL,15001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,HOOD,Jonathan Jackson,SELL,1001.0,2026-01-20,
2026-03-24 09:57,congress,congress_buy,JPM,Jonathan Jackson,BUY,1001.0,2026-01-20,
2026-03-24 09:57,congress,congress_sell,CPNG,Jonathan Jackson,SELL,15001.0,2026-01-22,
2026-03-24 09:57,congress,congress_buy,VSAT,Jonathan Jackson,BUY,50001.0,2026-01-22,
2026-03-24 09:57,congress,congress_buy,C,Jonathan Jackson,BUY,15001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,GEV,Jonathan Jackson,BUY,15001.0,2026-01-30,
2026-03-24 09:57,congress,congress_sell,SHOP,Jonathan Jackson,SELL,50001.0,2026-01-30,
2026-03-24 09:57,congress,congress_sell,HSY,Scott Scott Franklin,SELL,50001.0,2026-02-10,
2026-03-24 09:57,congress,congress_exchange,WAT,Debbie Dingell,EXCHANGE,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_buy,GOOGL,Cleo Fields,BUY,100001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,MU,Cleo Fields,BUY,100001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,AMD,Cleo Fields,BUY,50001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,META,Cleo Fields,BUY,100001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,LRCX,Cleo Fields,BUY,15001.0,2026-02-03,
2026-03-24 09:57,congress,congress_buy,AAPL,Cleo Fields,BUY,1001.0,2026-02-12,
2026-03-24 09:57,congress,congress_buy,ICE,Josh Gottheimer,BUY,1001.0,2026-01-26,
2026-03-24 09:57,congress,congress_sell,SNDR,Josh Gottheimer,SELL,1001.0,2026-01-26,
2026-03-24 09:57,congress,congress_sell,NSRGY,Josh Gottheimer,SELL,1001.0,2026-01-26,
2026-03-24 09:57,congress,congress_buy,GILD,Josh Gottheimer,BUY,1001.0,2026-01-27,
2026-03-24 09:57,congress,congress_sell,NOW,Josh Gottheimer,SELL,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_sell,UBER,Josh Gottheimer,SELL,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,ARLP,Virginia Foxx,BUY,1001.0,2026-02-13,
2026-03-24 09:57,congress,congress_buy,MCK,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,C,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,FCFS,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_sell,GS,Markwayne Mullin,SELL,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_sell,COHR,Markwayne Mullin,SELL,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,AMKR,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_sell,MTZ,Markwayne Mullin,SELL,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_sell,CRDO,Markwayne Mullin,SELL,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,MPWR,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,LRN,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,CRS,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,ADBE,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,APG,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_sell,IRM,Markwayne Mullin,SELL,1001.0,2026-02-04,
2026-03-24 09:57,congress,congress_sell,AIT,Markwayne Mullin,SELL,1001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,VSEC,Markwayne Mullin,BUY,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_sell,DELL,Markwayne Mullin,SELL,15001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,BBAI,Lisa Mcclain,BUY,1001.0,2026-02-04,
2026-03-24 09:57,congress,congress_buy,BBAI,Lisa Mcclain,BUY,15001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,AVGO,Shelley Moore Capito,BUY,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_sell,BLK,Shelley Moore Capito,SELL,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_sell,ADI,Shelley Moore Capito,SELL,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_sell,PAYX,Shelley Moore Capito,SELL,1001.0,2026-02-20,
2026-03-24 09:57,congress,congress_sell,ITW,Shelley Moore Capito,SELL,1001.0,2026-02-24,
2026-03-24 09:57,congress,congress_sell,SIRI,John Hickenlooper,SELL,50001.0,2026-02-05,
2026-03-24 09:57,congress,congress_buy,PG,Lloyd Doggett,BUY,1001.0,2026-02-17,
2026-03-24 09:57,congress,congress_exchange,WAT,Kevin Hern,EXCHANGE,1001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,TTD,Byron Donalds,BUY,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_buy,NOW,Byron Donalds,BUY,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_sell,PYPL,Byron Donalds,SELL,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_sell,BRO,Byron Donalds,SELL,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_buy,MSFT,David J. Taylor,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,PG,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,AMGN,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,T,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,KR,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,AEP,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,IBP,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,MPC,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,CVX,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_buy,LLY,David J. Taylor,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,LRCX,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_buy,GOOGL,David J. Taylor,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_buy,MEDP,David J. Taylor,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_buy,AMZN,David J. Taylor,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,ETN,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,RPM,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_buy,AVGO,David J. Taylor,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,CRM,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,IBM,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,PH,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,AAPL,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,PLD,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,FITB,David J. Taylor,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_buy,V,David J. Taylor,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,MA,Sheldon Whitehouse,SELL,1001.0,2026-02-23,
2026-03-24 09:57,congress,congress_sell,VZ,Sheldon Whitehouse,SELL,1001.0,2026-02-23,
2026-03-24 09:57,congress,congress_sell,PEP,Sheldon Whitehouse,SELL,1001.0,2026-02-23,
2026-03-24 09:57,congress,congress_sell,HD,Sheldon Whitehouse,SELL,1001.0,2026-02-23,
2026-03-24 09:57,congress,congress_buy,XTWO,John Boozman,BUY,15001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,TLH,John Boozman,BUY,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,IEF,John Boozman,BUY,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,CMBS,John Boozman,BUY,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,EMB,John Boozman,BUY,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,UBER,John Boozman,BUY,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,GIGB,John Boozman,BUY,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_buy,MSFT,John Boozman,BUY,1001.0,2026-02-13,
2026-03-24 09:57,congress,congress_buy,KR,John Boozman,BUY,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_buy,NTAP,John Boozman,BUY,1001.0,2026-02-27,
2026-03-24 09:57,congress,congress_sell,SHY,John Boozman,SELL,15001.0,2026-02-06,
2026-03-24 09:57,congress,congress_sell,MBB,John Boozman,SELL,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_sell,JMBS,John Boozman,SELL,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_sell,AGZ,John Boozman,SELL,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_sell,DBLEX,John Boozman,SELL,1001.0,2026-02-06,
2026-03-24 09:57,congress,congress_sell,ADBE,John Boozman,SELL,1001.0,2026-02-13,
2026-03-24 09:57,congress,congress_sell,UNP,John Boozman,SELL,1001.0,2026-02-19,
2026-03-24 09:57,congress,congress_sell,PG,John Boozman,SELL,1001.0,2026-02-26,
2026-03-24 09:57,congress,congress_sell,AMAT,John Boozman,SELL,1001.0,2026-02-27,
2026-03-24 09:57,congress,congress_sell,APP,Gilbert Cisneros,SELL,1001.0,2026-02-05,
2026-03-24 09:57,congress,congress_sell,DAY,Gilbert Cisneros,SELL,50001.0,2026-02-05,
2026-03-24 09:57,congress,congress_buy,BABA,Gilbert Cisneros,BUY,50001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,TSM,Gilbert Cisneros,BUY,100001.0,2026-02-09,
2026-03-24 09:57,congress,congress_buy,VRSK,Gilbert Cisneros,BUY,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_sell,FISV,Gilbert Cisneros,SELL,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_buy,KMI,Gilbert Cisneros,BUY,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_sell,BKNG,Gilbert Cisneros,SELL,1001.0,2026-02-10,
2026-03-24 09:57,congress,congress_sell,WBD,Gilbert Cisneros,SELL,1001.0,2026-02-10,
